event_type,template,arg1,arg2,arg3,arg4,arg5
justice.judicialconsequences.extradite,what is the <arg5> in <trg>,,,,,evt088arg05destination
life.die.unspecified,what is the <arg1> in <trg>,evt089arg01victim,,,,
life.die.unspecified,what is the <arg2> in <trg>,,evt089arg02place,,,
life.die.unspecified,what is the <arg3> in <trg>,,,evt089arg03killer,,
life.die.unspecified,what is the <arg4> in <trg>,,,,evt089arg04medicalissue,
life.die.deathcausedbyviolentevents,what is the <arg1> in <trg>,evt090arg01killer,,,,
life.die.deathcausedbyviolentevents,what is the <arg2> in <trg>,,evt090arg02victim,,,
life.die.deathcausedbyviolentevents,what is the <arg3> in <trg>,,,evt090arg03instrument,,
life.die.deathcausedbyviolentevents,what is the <arg4> in <trg>,,,,evt090arg04place,
life.die.deathcausedbyviolentevents,what is the <arg5> in <trg>,,,,,evt090arg05medicalissue
life.die.nonviolentdeath,what is the <arg1> in <trg>,evt091arg01victim,,,,
life.die.nonviolentdeath,what is the <arg2> in <trg>,,evt091arg02place,,,
life.die.nonviolentdeath,what is the <arg3> in <trg>,,,evt091arg03killer,,
life.die.nonviolentdeath,what is the <arg4> in <trg>,,,,evt091arg04medicalissue,
life.injure.unspecified,what is the <arg1> in <trg>,evt092arg01victim,,,,
life.injure.unspecified,what is the <arg2> in <trg>,,evt092arg02injurer,,,
life.injure.unspecified,what is the <arg3> in <trg>,,,evt092arg03place,,
life.injure.unspecified,what is the <arg4> in <trg>,,,,evt092arg04medicalissue,
life.injure.illnessdegradationhungerthirst,what is the <arg1> in <trg>,evt093arg01victim,,,,
life.injure.illnessdegradationhungerthirst,what is the <arg2> in <trg>,,evt093arg02place,,,
life.injure.illnessdegradationhungerthirst,what is the <arg3> in <trg>,,,evt093arg03injurer,,
life.injure.illnessdegradationhungerthirst,what is the <arg4> in <trg>,,,,evt093arg04medicalissue,
life.injure.illnessdegradationphysical,what is the <arg1> in <trg>,evt094arg01victim,,,,
life.injure.illnessdegradationphysical,what is the <arg2> in <trg>,,evt094arg02place,,,
life.injure.illnessdegradationphysical,what is the <arg3> in <trg>,,,evt094arg03injurer,,
life.injure.illnessdegradationphysical,what is the <arg4> in <trg>,,,,evt094arg04medicalissue,
life.injure.illnessdegredationsickness,what is the <arg1> in <trg>,evt150arg01victim ,,,,
life.injure.illnessdegredationsickness,what is the <arg2> in <trg>,,evt150arg02injurer ,,,
life.injure.illnessdegredationsickness,what is the <arg3> in <trg>,,,evt150arg03disease ,,
life.injure.illnessdegredationsickness,what is the <arg4> in <trg>,,,,evt150arg04place ,
life.injure.injurycausedbyviolentevents,what is the <arg1> in <trg>,evt095arg01injurer,,,,
life.injure.injurycausedbyviolentevents,what is the <arg2> in <trg>,,evt095arg02victim,,,
life.injure.injurycausedbyviolentevents,what is the <arg3> in <trg>,,,evt095arg03instrument,,
life.injure.injurycausedbyviolentevents,what is the <arg4> in <trg>,,,,evt095arg04place,
life.injure.injurycausedbyviolentevents,what is the <arg5> in <trg>,,,,,evt095arg05medicalissue
manufacture.artifact.unspecified,what is the <arg1> in <trg>,evt096arg01manufacturer,,,,
manufacture.artifact.unspecified,what is the <arg2> in <trg>,,evt096arg02artifact,,,
manufacture.artifact.unspecified,what is the <arg3> in <trg>,,,evt096arg03instrument,,
manufacture.artifact.unspecified,what is the <arg4> in <trg>,,,,evt096arg04place,
manufacture.artifact.build,what is the <arg1> in <trg>,evt097arg01manufacturer,,,,
manufacture.artifact.build,what is the <arg2> in <trg>,,evt097arg02artifact,,,
manufacture.artifact.build,what is the <arg3> in <trg>,,,evt097arg03instrument,,
manufacture.artifact.build,what is the <arg4> in <trg>,,,,evt097arg04place,
manufacture.artifact.createintellectualproperty,what is the <arg1> in <trg>,evt098arg01manufacturer,,,,
manufacture.artifact.createintellectualproperty,what is the <arg2> in <trg>,,evt098arg02artifact,,,
manufacture.artifact.createintellectualproperty,what is the <arg3> in <trg>,,,evt098arg03instrument,,
manufacture.artifact.createintellectualproperty,what is the <arg4> in <trg>,,,,evt098arg04place,
manufacture.artifact.createmanufacture,what is the <arg1> in <trg>,evt099arg01manufacturer,,,,
manufacture.artifact.createmanufacture,what is the <arg2> in <trg>,,evt099arg02artifact,,,
manufacture.artifact.createmanufacture,what is the <arg3> in <trg>,,,evt099arg03instrument,,
manufacture.artifact.createmanufacture,what is the <arg4> in <trg>,,,,evt099arg04place,
medical.intervention.intervention,what is the <arg1> in <trg>,evt147arg01treater ,,,,
medical.intervention.intervention,what is the <arg2> in <trg>,,evt147arg02patient ,,,
medical.intervention.intervention,what is the <arg3> in <trg>,,,evt147arg03medicalissue ,,
medical.intervention.intervention,what is the <arg4> in <trg>,,,,evt147arg04instrument ,
medical.intervention.intervention,what is the <arg5> in <trg>,,,,,evt147arg05place 
movement.transportartifact.unspecified,what is the <arg1> in <trg>,evt100arg01transporter,,,,
movement.transportartifact.unspecified,what is the <arg2> in <trg>,,evt100arg02artifact,,,
movement.transportartifact.unspecified,what is the <arg3> in <trg>,,,evt100arg03vehicle,,
movement.transportartifact.unspecified,what is the <arg4> in <trg>,,,,evt100arg04origin,
movement.transportartifact.unspecified,what is the <arg5> in <trg>,,,,,evt100arg05destination
movement.transportartifact.bringcarryunload,what is the <arg1> in <trg>,evt101arg01transporter,,,,
movement.transportartifact.bringcarryunload,what is the <arg2> in <trg>,,evt101arg02artifact,,,
movement.transportartifact.bringcarryunload,what is the <arg3> in <trg>,,,evt101arg03vehicle,,
movement.transportartifact.bringcarryunload,what is the <arg4> in <trg>,,,,evt101arg04origin,
movement.transportartifact.bringcarryunload,what is the <arg5> in <trg>,,,,,evt101arg05destination
movement.transportartifact.disperseseparate,what is the <arg1> in <trg>,evt102arg01transporter,,,,
movement.transportartifact.disperseseparate,what is the <arg2> in <trg>,,evt102arg02artifact,,,
movement.transportartifact.disperseseparate,what is the <arg3> in <trg>,,,evt102arg03vehicle,,
movement.transportartifact.disperseseparate,what is the <arg4> in <trg>,,,,evt102arg04origin,
movement.transportartifact.disperseseparate,what is the <arg5> in <trg>,,,,,evt102arg05destination
movement.transportartifact.fall,what is the <arg1> in <trg>,evt103arg01artifact,,,,
movement.transportartifact.fall,what is the <arg2> in <trg>,,evt103arg02origin,,,
movement.transportartifact.fall,what is the <arg3> in <trg>,,,evt103arg03destination,,
movement.transportartifact.grantentry,what is the <arg1> in <trg>,evt104arg01transporter,,,,
movement.transportartifact.grantentry,what is the <arg2> in <trg>,,evt104arg02artifact,,,
movement.transportartifact.grantentry,what is the <arg3> in <trg>,,,evt104arg03origin,,
movement.transportartifact.grantentry,what is the <arg4> in <trg>,,,,evt104arg04destination,
movement.transportartifact.hide,what is the <arg1> in <trg>,evt105arg01transporter,,,,
movement.transportartifact.hide,what is the <arg2> in <trg>,,evt105arg02artifact,,,
movement.transportartifact.hide,what is the <arg3> in <trg>,,,evt105arg03hidingplace,,
movement.transportartifact.hide,what is the <arg4> in <trg>,,,,evt105arg04vehicle,
movement.transportartifact.hide,what is the <arg5> in <trg>,,,,,evt105arg05origin
movement.transportartifact.lossofcontrol,what is the <arg1> in <trg>,evt146arg01controller ,,,,
movement.transportartifact.lossofcontrol,what is the <arg2> in <trg>,,evt146arg02controlledthing ,,,
movement.transportartifact.lossofcontrol,what is the <arg3> in <trg>,,,evt146arg03place ,,
movement.transportartifact.nonviolentthrowlaunch,what is the <arg1> in <trg>,evt106arg01transporter,,,,
movement.transportartifact.nonviolentthrowlaunch,what is the <arg2> in <trg>,,evt106arg02artifact,,,
movement.transportartifact.nonviolentthrowlaunch,what is the <arg3> in <trg>,,,evt106arg03vehicle,,
movement.transportartifact.nonviolentthrowlaunch,what is the <arg4> in <trg>,,,,evt106arg04origin,
movement.transportartifact.nonviolentthrowlaunch,what is the <arg5> in <trg>,,,,,evt106arg05destination
movement.transportartifact.prevententry,what is the <arg1> in <trg>,evt107arg01preventer,,,,
movement.transportartifact.prevententry,what is the <arg2> in <trg>,,evt107arg02transporter,,,
movement.transportartifact.prevententry,what is the <arg3> in <trg>,,,evt107arg03artifact,,
movement.transportartifact.prevententry,what is the <arg4> in <trg>,,,,evt107arg04origin,
movement.transportartifact.prevententry,what is the <arg5> in <trg>,,,,,evt107arg05destination
movement.transportartifact.preventexit,what is the <arg1> in <trg>,evt108arg01preventer,,,,
movement.transportartifact.preventexit,what is the <arg2> in <trg>,,evt108arg02transporter,,,
movement.transportartifact.preventexit,what is the <arg3> in <trg>,,,evt108arg03artifact,,
movement.transportartifact.preventexit,what is the <arg4> in <trg>,,,,evt108arg04origin,
movement.transportartifact.preventexit,what is the <arg5> in <trg>,,,,,evt108arg05destination
movement.transportartifact.receiveimport,what is the <arg1> in <trg>,evt109arg01transporter,,,,
movement.transportartifact.receiveimport,what is the <arg2> in <trg>,,evt109arg02artifact,,,
movement.transportartifact.receiveimport,what is the <arg3> in <trg>,,,evt109arg03vehicle,,
movement.transportartifact.receiveimport,what is the <arg4> in <trg>,,,,evt109arg04origin,
movement.transportartifact.receiveimport,what is the <arg5> in <trg>,,,,,evt109arg05destination
movement.transportartifact.sendsupplyexport,what is the <arg1> in <trg>,evt110arg01transporter,,,,
movement.transportartifact.sendsupplyexport,what is the <arg2> in <trg>,,evt110arg02artifact,,,
movement.transportartifact.sendsupplyexport,what is the <arg3> in <trg>,,,evt110arg03vehicle,,
movement.transportartifact.sendsupplyexport,what is the <arg4> in <trg>,,,,evt110arg04origin,
movement.transportartifact.sendsupplyexport,what is the <arg5> in <trg>,,,,,evt110arg05destination
movement.transportartifact.smuggleextract,what is the <arg1> in <trg>,evt111arg01transporter,,,,
movement.transportartifact.smuggleextract,what is the <arg2> in <trg>,,evt111arg02artifact,,,
movement.transportartifact.smuggleextract,what is the <arg3> in <trg>,,,evt111arg03vehicle,,
movement.transportartifact.smuggleextract,what is the <arg4> in <trg>,,,,evt111arg04origin,
movement.transportartifact.smuggleextract,what is the <arg5> in <trg>,,,,,evt111arg05destination
movement.transportperson.unspecified,what is the <arg1> in <trg>,evt112arg01transporter,,,,
movement.transportperson.unspecified,what is the <arg2> in <trg>,,evt112arg02passenger,,,
movement.transportperson.unspecified,what is the <arg3> in <trg>,,,evt112arg03vehicle,,
movement.transportperson.unspecified,what is the <arg4> in <trg>,,,,evt112arg04origin,
movement.transportperson.unspecified,what is the <arg5> in <trg>,,,,,evt112arg05destination
movement.transportperson.bringcarryunload,what is the <arg1> in <trg>,evt113arg01transporter,,,,
movement.transportperson.bringcarryunload,what is the <arg2> in <trg>,,evt113arg02passenger,,,
movement.transportperson.bringcarryunload,what is the <arg3> in <trg>,,,evt113arg03vehicle,,
movement.transportperson.bringcarryunload,what is the <arg4> in <trg>,,,,evt113arg04origin,
movement.transportperson.bringcarryunload,what is the <arg5> in <trg>,,,,,evt113arg05destination
movement.transportperson.disperseseparate,what is the <arg1> in <trg>,evt114arg01transporter,,,,
movement.transportperson.disperseseparate,what is the <arg2> in <trg>,,evt114arg02passenger,,,
movement.transportperson.disperseseparate,what is the <arg3> in <trg>,,,evt114arg03vehicle,,
movement.transportperson.disperseseparate,what is the <arg4> in <trg>,,,,evt114arg04origin,
movement.transportperson.disperseseparate,what is the <arg5> in <trg>,,,,,evt114arg05destination
movement.transportperson.evacuationrescue,what is the <arg1> in <trg>,evt115arg01transporter,,,,
movement.transportperson.evacuationrescue,what is the <arg2> in <trg>,,evt115arg02passenger,,,
movement.transportperson.evacuationrescue,what is the <arg3> in <trg>,,,evt115arg03vehicle,,
movement.transportperson.evacuationrescue,what is the <arg4> in <trg>,,,,evt115arg04origin,
movement.transportperson.evacuationrescue,what is the <arg5> in <trg>,,,,,evt115arg05destination
movement.transportperson.fall,what is the <arg1> in <trg>,evt116arg01passenger,,,,
movement.transportperson.fall,what is the <arg2> in <trg>,,evt116arg02origin,,,
movement.transportperson.fall,what is the <arg3> in <trg>,,,evt116arg03destination,,
movement.transportperson.grantentryasylum,what is the <arg1> in <trg>,evt117arg01granter,,,,
movement.transportperson.grantentryasylum,what is the <arg2> in <trg>,,evt117arg02transporter,,,
movement.transportperson.grantentryasylum,what is the <arg3> in <trg>,,,evt117arg03passenger,,
movement.transportperson.grantentryasylum,what is the <arg4> in <trg>,,,,evt117arg04origin,
movement.transportperson.grantentryasylum,what is the <arg5> in <trg>,,,,,evt117arg05destination
movement.transportperson.hide,what is the <arg1> in <trg>,evt118arg01transporter,,,,
movement.transportperson.hide,what is the <arg2> in <trg>,,evt118arg02passenger,,,
movement.transportperson.hide,what is the <arg3> in <trg>,,,evt118arg03hidingplace,,
movement.transportperson.hide,what is the <arg4> in <trg>,,,,evt118arg04vehicle,
movement.transportperson.hide,what is the <arg5> in <trg>,,,,,evt118arg05origin
movement.transportperson.prevententry,what is the <arg1> in <trg>,evt119arg01preventer,,,,
movement.transportperson.prevententry,what is the <arg2> in <trg>,,evt119arg02transporter,,,
movement.transportperson.prevententry,what is the <arg3> in <trg>,,,evt119arg03passenger,,
movement.transportperson.prevententry,what is the <arg4> in <trg>,,,,evt119arg04origin,
movement.transportperson.prevententry,what is the <arg5> in <trg>,,,,,evt119arg05destination
movement.transportperson.preventexit,what is the <arg1> in <trg>,evt120arg01preventer,,,,
movement.transportperson.preventexit,what is the <arg2> in <trg>,,evt120arg02transporter,,,
movement.transportperson.preventexit,what is the <arg3> in <trg>,,,evt120arg03passenger,,
movement.transportperson.preventexit,what is the <arg4> in <trg>,,,,evt120arg04origin,
movement.transportperson.preventexit,what is the <arg5> in <trg>,,,,,evt120arg05destination
movement.transportperson.selfmotion,what is the <arg1> in <trg>,evt121arg01transporter,,,,
movement.transportperson.selfmotion,what is the <arg2> in <trg>,,evt121arg02vehicle,,,
movement.transportperson.selfmotion,what is the <arg3> in <trg>,,,evt121arg03origin,,
movement.transportperson.selfmotion,what is the <arg4> in <trg>,,,,evt121arg04destination,
movement.transportperson.smuggleextract,what is the <arg1> in <trg>,evt122arg01transporter,,,,
movement.transportperson.smuggleextract,what is the <arg2> in <trg>,,evt122arg02passenger,,,
movement.transportperson.smuggleextract,what is the <arg3> in <trg>,,,evt122arg03vehicle,,
movement.transportperson.smuggleextract,what is the <arg4> in <trg>,,,,evt122arg04origin,
movement.transportperson.smuggleextract,what is the <arg5> in <trg>,,,,,evt122arg05destination
personnel.elect.unspecified,what is the <arg1> in <trg>,evt123arg01voter,,,,
personnel.elect.unspecified,what is the <arg2> in <trg>,,evt123arg02candidate,,,
personnel.elect.unspecified,what is the <arg3> in <trg>,,,evt123arg03place,,
personnel.elect.winelection,what is the <arg1> in <trg>,evt124arg01voter,,,,
personnel.elect.winelection,what is the <arg2> in <trg>,,evt124arg02candidate,,,
personnel.elect.winelection,what is the <arg3> in <trg>,,,evt124arg03place,,
personnel.endposition.unspecified,what is the <arg1> in <trg>,evt125arg01employee,,,,
personnel.endposition.unspecified,what is the <arg2> in <trg>,,evt125arg02placeofemployment,,,
personnel.endposition.unspecified,what is the <arg3> in <trg>,,,evt125arg03place,,
personnel.endposition.firinglayoff,what is the <arg1> in <trg>,evt126arg01employee,,,,
personnel.endposition.firinglayoff,what is the <arg2> in <trg>,,evt126arg02placeofemployment,,,
personnel.endposition.firinglayoff,what is the <arg3> in <trg>,,,evt126arg03place,,
personnel.endposition.quitretire,what is the <arg1> in <trg>,evt127arg01employee,,,,
personnel.endposition.quitretire,what is the <arg2> in <trg>,,evt127arg02placeofemployment,,,
personnel.endposition.quitretire,what is the <arg3> in <trg>,,,evt127arg03place,,
personnel.startposition.unspecified,what is the <arg1> in <trg>,evt128arg01employee,,,,
personnel.startposition.unspecified,what is the <arg2> in <trg>,,evt128arg02placeofemployment,,,
personnel.startposition.unspecified,what is the <arg3> in <trg>,,,evt128arg03place,,
personnel.startposition.hiring,what is the <arg1> in <trg>,evt129arg01employee,,,,
personnel.startposition.hiring,what is the <arg2> in <trg>,,evt129arg02placeofemployment,,,
personnel.startposition.hiring,what is the <arg3> in <trg>,,,evt129arg03place,,
transaction.transaction.unspecified,what is the <arg1> in <trg>,evt130arg01participant,,,,
transaction.transaction.unspecified,what is the <arg2> in <trg>,,evt130arg02participant,,,
transaction.transaction.unspecified,what is the <arg3> in <trg>,,,evt130arg03beneficiary,,
transaction.transaction.unspecified,what is the <arg4> in <trg>,,,,evt130arg04place,
transaction.transaction.embargosanction,what is the <arg1> in <trg>,evt131arg01preventer,,,,
transaction.transaction.embargosanction,what is the <arg2> in <trg>,,evt131arg02giver,,,
transaction.transaction.embargosanction,what is the <arg3> in <trg>,,,evt131arg03recipient,,
transaction.transaction.embargosanction,what is the <arg4> in <trg>,,,,evt131arg04artifactmoney,
transaction.transaction.embargosanction,what is the <arg5> in <trg>,,,,,evt131arg05place
transaction.transaction.giftgrantprovideaid,what is the <arg1> in <trg>,evt132arg01giver,,,,
transaction.transaction.giftgrantprovideaid,what is the <arg2> in <trg>,,evt132arg02recipient,,,
transaction.transaction.giftgrantprovideaid,what is the <arg3> in <trg>,,,evt132arg03beneficiary,,
transaction.transaction.giftgrantprovideaid,what is the <arg4> in <trg>,,,,evt132arg04place,
transaction.transfermoney.unspecified,what is the <arg1> in <trg>,evt133arg01giver,,,,
transaction.transfermoney.unspecified,what is the <arg2> in <trg>,,evt133arg02recipient,,,
transaction.transfermoney.unspecified,what is the <arg3> in <trg>,,,evt133arg03beneficiary,,
transaction.transfermoney.unspecified,what is the <arg4> in <trg>,,,,evt133arg04money,
transaction.transfermoney.unspecified,what is the <arg5> in <trg>,,,,,evt133arg05place
transaction.transfermoney.borrowlend,what is the <arg1> in <trg>,evt134arg01giver,,,,
transaction.transfermoney.borrowlend,what is the <arg2> in <trg>,,evt134arg02recipient,,,
transaction.transfermoney.borrowlend,what is the <arg3> in <trg>,,,evt134arg03beneficiary,,
transaction.transfermoney.borrowlend,what is the <arg4> in <trg>,,,,evt134arg04money,
transaction.transfermoney.borrowlend,what is the <arg5> in <trg>,,,,,evt134arg05place
transaction.transfermoney.embargosanction,what is the <arg1> in <trg>,evt135arg01preventer,,,,
transaction.transfermoney.embargosanction,what is the <arg2> in <trg>,,evt135arg02giver,,,
transaction.transfermoney.embargosanction,what is the <arg3> in <trg>,,,evt135arg03recipient,,
transaction.transfermoney.embargosanction,what is the <arg4> in <trg>,,,,evt135arg04money,
transaction.transfermoney.embargosanction,what is the <arg5> in <trg>,,,,,evt135arg05place
transaction.transfermoney.giftgrantprovideaid,what is the <arg1> in <trg>,evt136arg01giver,,,,
transaction.transfermoney.giftgrantprovideaid,what is the <arg2> in <trg>,,evt136arg02recipient,,,
transaction.transfermoney.giftgrantprovideaid,what is the <arg3> in <trg>,,,evt136arg03beneficiary,,
transaction.transfermoney.giftgrantprovideaid,what is the <arg4> in <trg>,,,,evt136arg04money,
transaction.transfermoney.giftgrantprovideaid,what is the <arg5> in <trg>,,,,,evt136arg05place
transaction.transfermoney.payforservice,what is the <arg1> in <trg>,evt137arg01giver,,,,
transaction.transfermoney.payforservice,what is the <arg2> in <trg>,,evt137arg02recipient,,,
transaction.transfermoney.payforservice,what is the <arg3> in <trg>,,,evt137arg03beneficiary,,
transaction.transfermoney.payforservice,what is the <arg4> in <trg>,,,,evt137arg04money,
transaction.transfermoney.payforservice,what is the <arg5> in <trg>,,,,,evt137arg05place
transaction.transfermoney.purchase,what is the <arg1> in <trg>,evt138arg01giver,,,,
transaction.transfermoney.purchase,what is the <arg2> in <trg>,,evt138arg02recipient,,,
transaction.transfermoney.purchase,what is the <arg3> in <trg>,,,evt138arg03beneficiary,,
transaction.transfermoney.purchase,what is the <arg4> in <trg>,,,,evt138arg04money,
transaction.transfermoney.purchase,what is the <arg5> in <trg>,,,,,evt138arg05place
transaction.transferownership.unspecified,what is the <arg1> in <trg>,evt139arg01giver,,,,
transaction.transferownership.unspecified,what is the <arg2> in <trg>,,evt139arg02recipient,,,
transaction.transferownership.unspecified,what is the <arg3> in <trg>,,,evt139arg03beneficiary,,
transaction.transferownership.unspecified,what is the <arg4> in <trg>,,,,evt139arg04artifact,
transaction.transferownership.unspecified,what is the <arg5> in <trg>,,,,,evt139arg05place
transaction.transferownership.borrowlend,what is the <arg1> in <trg>,evt140arg01giver,,,,
transaction.transferownership.borrowlend,what is the <arg2> in <trg>,,evt140arg02recipient,,,
transaction.transferownership.borrowlend,what is the <arg3> in <trg>,,,evt140arg03beneficiary,,
transaction.transferownership.borrowlend,what is the <arg4> in <trg>,,,,evt140arg04artifact,
transaction.transferownership.borrowlend,what is the <arg5> in <trg>,,,,,evt140arg05place
transaction.transferownership.embargosanction,what is the <arg1> in <trg>,evt141arg01preventer,,,,
transaction.transferownership.embargosanction,what is the <arg2> in <trg>,,evt141arg02giver,,,
transaction.transferownership.embargosanction,what is the <arg3> in <trg>,,,evt141arg03recipient,,
transaction.transferownership.embargosanction,what is the <arg4> in <trg>,,,,evt141arg04artifact,
transaction.transferownership.embargosanction,what is the <arg5> in <trg>,,,,,evt141arg05place
transaction.transferownership.giftgrantprovideaid,what is the <arg1> in <trg>,evt142arg01giver,,,,
transaction.transferownership.giftgrantprovideaid,what is the <arg2> in <trg>,,evt142arg02recipient,,,
transaction.transferownership.giftgrantprovideaid,what is the <arg3> in <trg>,,,evt142arg03beneficiary,,
transaction.transferownership.giftgrantprovideaid,what is the <arg4> in <trg>,,,,evt142arg04artifact,
transaction.transferownership.giftgrantprovideaid,what is the <arg5> in <trg>,,,,,evt142arg05place
transaction.transferownership.purchase,what is the <arg1> in <trg>,evt143arg01giver,,,,
transaction.transferownership.purchase,what is the <arg2> in <trg>,,evt143arg02recipient,,,
transaction.transferownership.purchase,what is the <arg3> in <trg>,,,evt143arg03beneficiary,,
transaction.transferownership.purchase,what is the <arg4> in <trg>,,,,evt143arg04artifact,
transaction.transferownership.purchase,what is the <arg5> in <trg>,,,,,evt143arg05place
transaction.transaction.transfercontrol,what is the <arg1> in <trg>,evt144arg01giver,,,,
transaction.transaction.transfercontrol,what is the <arg2> in <trg>,,evt144arg02recipient,,,
transaction.transaction.transfercontrol,what is the <arg3> in <trg>,,,evt144arg03beneficiary,,
transaction.transaction.transfercontrol,what is the <arg4> in <trg>,,,,evt144arg04territoryorfacility,
transaction.transaction.transfercontrol,what is the <arg5> in <trg>,,,,,evt144arg05place
